activity	time	p	p_peak	p_smooth
Playing baseball	730.0	1.4873302292545384e-4	0.31858820347607814	0.3107497307706208
Running	735.0	6.13777876180898e-4	0.41877131061629147	0.3963679484612463
Hiking	735.0	4.0742437754107114e-4	0.8054130035432613	0.7776935218073856
Biking	735.0	5.614956629550092e-4	0.6766708024147516	0.6584545497713462
Walking	735.0	0.0029657528490886257	0.6414469631521266	0.6239349237734987
Doing yoga	735.0	1.3690290065222738e-4	0.32067461204241243	0.3082660877173527
Fishing	735.0	0.0014425442244699696	0.8630498154388132	0.8659823095379631
Dancing	735.0	4.71846866971918e-5	0.0632955319375193	0.06956050685880913
Playing football	735.0	1.2056048515759789e-4	0.12471606573883559	0.12582420020539367
Softball	735.0	7.598520974139358e-5	0.1276003841110669	0.12008429740228255
Playing soccer	735.0	2.5984730275814685e-4	0.32279298410748924	0.32392818649416255
Doing aerobics	735.0	9.151288904777919e-5	0.14961354671354085	0.1379099816557941
Hunting	735.0	6.052768700617101e-4	0.5569188546279925	0.5666734198613307
Bowling	735.0	3.7810430694078e-4	0.3067286066972355	0.3151941022482463
Rollerblading	735.0	1.1126275652781776e-4	0.3494188049883385	0.3705466185914475
Golfing	735.0	0.002181875376037084	0.930537642101622	0.9294305667243238
Boating	735.0	4.7729979819566574e-4	0.7086656409927523	0.7196993355007105
Playing baseball	735.0	1.4114970531904874e-4	0.3023446317050397	0.32429540806014295
Running	740.0	5.826465746157027e-4	0.3975308970015695	0.39570979807683343
Hiking	740.0	3.766801802402179e-4	0.7446366296820515	0.7644796648681079
Biking	740.0	5.486072601543539e-4	0.661138704056117	0.6718247664498511
Walking	740.0	0.0028889321964943554	0.6248318314060333	0.6172044991684618
Doing yoga	740.0	1.282271169664641e-4	0.30035288361780166	0.30704314242763026
Fishing	740.0	0.0014634585726378175	0.8755625162767486	0.8642272962175411
Dancing	740.0	5.812166859286263e-5	0.0779668614584739	0.07307641828482236
Playing football	740.0	1.2572903523622484e-4	0.13006276976493397	0.12732831672312928
Softball	740.0	7.870402882869691e-5	0.1321660405203749	0.13064415505060556
Playing soccer	740.0	2.7425295350099274e-4	0.34068827469521384	0.33599958595657586
Doing aerobics	740.0	6.862829477708906e-5	0.11219974249902494	0.11820161682588144
Hunting	740.0	6.431137881856252e-4	0.5917328284414566	0.5858607186176757
Bowling	740.0	4.323476188537638e-4	0.35073227230033316	0.3389252350774811
Rollerblading	740.0	1.3144546061238715e-4	0.4128022457976655	0.3883991176929505
Golfing	740.0	0.002194647659843561	0.9359848326185792	0.9307918277741564
Boating	740.0	5.011513502065919e-4	0.7440789712694305	0.7383151590434472
Playing baseball	740.0	1.6430957236825716e-4	0.351953388999311	0.34050374730352245
Running	745.0	5.435079177087944e-4	0.37082718661263936	0.365998662555594
Hiking	745.0	3.760492399527414e-4	0.7433893613790112	0.7636781831288212
Biking	745.0	5.623204677678155e-4	0.6776647928786849	0.6990086702898743
Walking	745.0	0.002706315818233089	0.5853347029472252	0.6565171006315188
Doing yoga	745.0	1.281199801531122e-4	0.3001019316226767	0.2972226850773139
Fishing	745.0	0.001427534175450536	0.8540695569370613	0.8745588518991716
Dancing	745.0	5.812166859286263e-5	0.0779668614584739	0.07804452754424479
Playing football	745.0	1.2296756483013758e-4	0.12720611466561826	0.13521895737626335
Softball	745.0	7.870402882869691e-5	0.1321660405203749	0.1374709372338738
Playing soccer	745.0	2.7733546667091776e-4	0.34451749906702445	0.3472093637887161
Doing aerobics	745.0	5.6757051999308036e-5	0.09279156126507856	0.10540798863456206
Hunting	745.0	6.61804727185683e-4	0.6089304727835783	0.6068144953470195
Bowling	745.0	4.429273317867828e-4	0.3593148262348746	0.35742211783296346
Rollerblading	745.0	1.2831666060441634e-4	0.4029763022928474	0.41282542300918806
Golfing	745.0	0.0021708910955356366	0.9258530086022676	0.932666681355018
Boating	745.0	5.133567904837295e-4	0.7622008648681591	0.7768772834845034
Playing baseball	745.0	1.7143363078820015e-4	0.3672132212062166	0.35105077891980424
Running	750.0	4.8313828461734156e-4	0.3296379040525731	0.3278358892392288
Hiking	750.0	4.0620807038945004e-4	0.8030085583254011	0.7841256358035795
Biking	750.0	6.291665779134626e-4	0.7582225139348211	0.7072697024448439
Walking	750.0	0.00351104248248812	0.759384767541298	0.6607353877460352
Doing yoga	750.0	1.2432520619340965e-4	0.2912132399914634	0.2908732932040212
Fishing	750.0	0.0014943502467124343	0.8940444824837049	0.8681503876511316
Dancing	750.0	5.8295360944214435e-5	0.07819985971578658	0.07812219363001568
Playing football	750.0	1.4344365084384238e-4	0.14838798769823786	0.15206597370099706
Softball	750.0	8.818112465971209e-5	0.14808073066087155	0.13749879874789073
Playing soccer	750.0	2.8691880688876077e-4	0.35642231760390986	0.3504579176642402
Doing aerobics	750.0	6.803676867816315e-5	0.11123266213958265	0.10322190338903081
Hunting	750.0	6.735965343502226e-4	0.6197801848160239	0.6109486618307239
Bowling	750.0	4.4650762064014313e-4	0.3622192549636826	0.34798048970065176
Rollerblading	750.0	1.3459640104673872e-4	0.4226977209370513	0.40135864756992307
Golfing	750.0	0.0021950635481539633	0.936162202844207	0.9183669116475192
Boating	750.0	5.552167726432832e-4	0.8243520143159206	0.7894443406969177
Playing baseball	750.0	1.559213623803973e-4	0.333985726553885	0.33777900253202403
Running	755.0	4.1484520884768844e-4	0.28304257705247393	0.29791804337096006
Hiking	755.0	4.077106849936705e-4	0.8059789877063263	0.8370064097685218
Biking	755.0	5.691720623151434e-4	0.685921800521026	0.7133449656377122
Walking	755.0	0.0029474423980237565	0.6374866927495827	0.6791642945411261
Doing yoga	755.0	1.2009504041108827e-4	0.2813047079979237	0.26660457804786386
Fishing	755.0	0.0014313242986132104	0.8563371235326285	0.8680572959281346
Dancing	755.0	5.8295360944214435e-5	0.07819985971578658	0.08306531992837395
Playing football	755.0	1.745860397336511e-4	0.18060381873913506	0.1717100942402533
Softball	755.0	7.875380288700495e-5	0.13224962506242574	0.13752666026190766
Playing soccer	755.0	2.820981794257767e-4	0.35043393632178643	0.3490045434460809
Doing aerobics	755.0	6.461686036654752e-5	0.10564148676243122	0.11264786522936755
Hunting	755.0	6.565932133951132e-4	0.6041353278925696	0.6112392387736829
Bowling	755.0	3.974315381549321e-4	0.322407387903398	0.33703010825218044
Rollerblading	755.0	1.2049162791382344e-4	0.3784019194798704	0.3945127500228029
Golfing	755.0	0.0020940596320320483	0.8930855234960832	0.9125296556084743
Boating	755.0	5.265438069214225e-4	0.7817801429066732	0.796252498378149
Playing baseball	755.0	1.4572177093486152e-4	0.31213805983597065	0.3191818308103534
Running	760.0	4.119594226370378e-4	0.2810736490078332	0.29821573525228406
Hiking	760.0	4.5629968160854e-4	0.9020316832738379	0.8776073340323824
Biking	760.0	5.774440725780086e-4	0.6958905824572892	0.694809270256617
Walking	760.0	0.002961935936369809	0.6406214233324974	0.65148543572306294
Doing yoga	760.0	9.703746808126917e-5	0.22729578615420443	0.2532341711059253
Fishing	760.0	0.0014270673810953794	0.8537902817680703	0.8579349294863986
Dancing	760.0	6.917647097241706e-5	0.09279624035354868	0.0879307801409613
Playing football	760.0	1.7993628065700947e-4	0.18613847628338698	0.18501589428144538
Softball	760.0	7.875380288700495e-5	0.13224962506242574	0.1344516213769902
Playing soccer	760.0	2.7382558210947537e-4	0.34015737641254645	0.338277852369119
Doing aerobics	760.0	7.405355393402089e-5	0.12106944678608879	0.12650784832286263
Hunting	760.0	6.627521515784006e-4	0.6098022036124552	0.6087939127221532
Bowling	760.0	4.024317311361566e-4	0.3264636818894607	0.3290809880945333
Rollerblading	760.0	1.2177700027882192e-4	0.3824386096514869	0.3704553850179069
Golfing	760.0	0.0021298304291886483	0.9083412404851328	0.9059893731384742
Boating	760.0	5.271130618451455e-4	0.7826253379118533	0.779064795040188
Playing baseball	760.0	1.4538734089565358e-4	0.3114217060412045	0.3302062345746166
Running	765.0	4.844472331009884e-4	0.33053097969654505	0.30486960271558194
Hiking	765.0	4.6782294210007477e-4	0.9248113311169834	0.9257814269513197
Biking	765.0	5.830242919043751e-4	0.702615427791536	0.6946691691359027
Walking	765.0	0.0031271199178112136	0.6763481910871086	0.6609196335842985
Doing yoga	765.0	1.072008618470293e-4	0.2511020191656478	0.24316660816183333
Fishing	765.0	0.0014435931722517768	0.8636773831584971	0.8598433000778608
Dancing	765.0	6.917647097241706e-5	0.09279624035354868	0.09399798587588415
Playing football	765.0	1.8203098998590563e-4	0.18830538782181408	0.18910600797888902
Softball	765.0	8.268762690276146e-5	0.13885561400611915	0.13665361769155468
Playing soccer	765.0	2.6101395256014e-4	0.3242422443730241	0.33868791555681516
Doing aerobics	765.0	9.34696346766065e-5	0.15281261142006786	0.14608954715519368
Hunting	765.0	6.656235633161987e-4	0.6124442066614347	0.6144131816484545
Bowling	765.0	4.1711098300311727e-4	0.33837189449074123	0.3374156320385822
Rollerblading	765.0	1.1161519304910462e-4	0.3505256259223634	0.36638529820318805
Golfing	765.0	0.0021490576243912507	0.9165413554342063	0.9126530587674085
Boating	765.0	5.204880365788532e-4	0.7727889043020373	0.7762116915113424
Playing baseball	765.0	1.7136160354362114e-4	0.3670589378466747	0.34385528245748825
Running	770.0	4.441022033204129e-4	0.3030041794423675	0.3122755603084792
Hiking	770.0	4.8081839396319463e-4	0.9505012664631377	0.9434211568361571
Biking	770.0	5.688232981684911e-4	0.685501497158883	0.6797038932597251
Walking	770.0	0.0030783004461233136	0.6657892863332895	0.6616809260964056
Doing yoga	770.0	1.072008618470293e-4	0.2511020191656478	0.24924685813807304
Fishing	770.0	0.0014408935341044286	0.8620622353070151	0.8605520230446487
Dancing	770.0	7.186405337635958e-5	0.09640147692055512	0.091336285250107
Playing football	770.0	1.8644752900030606e-4	0.19287415983146605	0.19622221329010894
Softball	770.0	8.268762690276146e-5	0.13885561400611915	0.13480445496934643
Playing soccer	770.0	2.8308847802453215e-4	0.3516641258848748	0.3449725919043354
Doing aerobics	770.0	1.0054899095177791e-4	0.1643865832594244	0.16635487915462407
Hunting	770.0	6.749148062778966e-4	0.6209931346714737	0.617276972677827
Bowling	770.0	4.282538811309831e-4	0.34741131973554495	0.34439817798727707
Rollerblading	770.0	1.1660360810623242e-4	0.36619165903571377	0.36641239049043134
Golfing	770.0	0.002140933603367331	0.9130765803828866	0.9196465629029053
Boating	770.0	5.207789483205105e-4	0.7732208323201367	0.7682900241290592
Playing baseball	770.0	1.6483796038749e-4	0.3530852034845854	0.36184378317647975
Running	775.0	4.4452335054149237e-4	0.3032915217865251	0.3170022826872925
Hiking	775.0	4.8306926169989193e-4	0.9549508729283503	0.9684840464638294
Biking	775.0	5.401898975667071e-4	0.6509947548287562	0.6779236074281432
Walking	775.0	0.002972495525391838	0.6429053008688188	0.7087625870340103
Doing yoga	775.0	1.0482483721351364e-4	0.24553653608292353	0.25232294533446237
Fishing	775.0	0.001430621165144227	0.855916450668434	0.8672830926010198
Dancing	775.0	6.322384653284416e-5	0.08481113847621718	0.11218939856260846
Playing football	775.0	2.0057355364311348e-4	0.20748709221704673	0.1980708457480976
Softball	775.0	7.545030929005798e-5	0.12670213689580095	0.1307532959325737
Playing soccer	775.0	2.89003014191462e-4	0.3590114054551073	0.35993341338397666
Doing aerobics	775.0	1.1124014136913656e-4	0.18186544278438	0.17312019750660237
Hunting	775.0	6.72089525181565e-4	0.6183935767005723	0.6337362981954406
Bowling	775.0	4.282538811309831e-4	0.34741131973554495	0.35245145834947283
Rollerblading	775.0	1.2180288064802046e-4	0.3825198865132169	0.40041205078825826
Golfing	775.0	0.002179024423418666	0.9293217528916229	0.9314474225590769
Boating	775.0	5.111068805479673e-4	0.7588603357650036	0.7790078595479373
Playing baseball	775.0	1.705811559268483e-4	0.36538720819817916	0.3643198442456246
Running	780.0	5.052305882360039e-4	0.34471114683298504	0.32184688566598446
Hiking	780.0	5.058577099558675e-4	1.0	0.9481212477756088
Biking	780.0	5.785924938881779e-4	0.6972745702967906	0.6667028619001968
Walking	780.0	0.003780171119641021	0.8175931738999225	0.6994035502899791
Doing yoga	780.0	1.1114060553764471e-4	0.2603302807548158	0.24166937074368225
Fishing	780.0	0.0014773451017673811	0.8838705918276102	0.8542864598431463
Dancing	780.0	1.15812351335159e-4	0.15535558029105304	0.138520190984368
Playing football	780.0	1.873920962241325e-4	0.19385128519578002	0.19541687976342612
Softball	780.0	7.545030929005798e-5	0.12670213689580095	0.12477085093410877
Playing soccer	780.0	2.9714419051385334e-4	0.36912470881194787	0.3522514127884513
Doing aerobics	780.0	1.0588389477504974e-4	0.17310856647600276	0.17125736424307045
Hunting	780.0	7.192890961842648e-4	0.661822183214276	0.621209231012077
Bowling	780.0	4.46892815445177e-4	0.3625317355773286	0.33791870206943403
Rollerblading	780.0	1.4409394809955368e-4	0.45252460681584405	0.4168122175524793
Golfing	780.0	0.0022320677164119826	0.9519439344027211	0.9125782281640666
Boating	780.0	5.421440350636613e-4	0.8049424105586717	0.77925098365424
Playing baseball	780.0	1.748294536750175e-4	0.3744871210541093	0.3615445093788164
Running	785.0	4.654038783766041e-4	0.3175379883784433	0.32097388739488547
Hiking	785.0	4.49916357825048e-4	0.8894128703984763	0.9203467085530533
Biking	785.0	5.408906612352275e-4	0.6518392605750434	0.6705004212036516
Walking	785.0	0.0029484849283199213	0.6377121761011959	0.7009232718629063
Doing yoga	785.0	9.355614029108869e-5	0.2191412953933074	0.24307961056579921
Fishing	785.0	0.0013757238862334242	0.8230723370333947	0.8382950588629776
Dancing	785.0	1.307502094546085e-4	0.1753938541858338	0.16754821719411375
Playing football	785.0	1.787509241208565e-4	0.18491226187745155	0.18897177331844883
Softball	785.0	7.20001041070848e-5	0.12090827901072436	0.12473727290268888
Playing soccer	785.0	2.6453652151234514e-4	0.32861812409829877	0.34690510207331987
Doing aerobics	785.0	9.713071919421087e-5	0.15879808346882857	0.15961765699599395
Hunting	785.0	6.340703782999793e-4	0.5834119331213828	0.6116184589424438
Bowling	785.0	3.74510301746222e-4	0.30381305089542854	0.3239784379267632
Rollerblading	785.0	1.322701469614956e-4	0.41539215932837714	0.4221617909799937
Golfing	785.0	0.0020082031406109396	0.8564689971978557	0.89435838379661
Boating	785.0	5.2127019446042e-4	0.7739502046390445	0.7940042256646818
Playing baseball	785.0	1.6095096200022743e-4	0.3447591988841607	0.356486680885914
Running	790.0	4.406847851157269e-4	0.3006725269732281	0.29914045257087435
Hiking	790.0	4.4091936728128764e-4	0.8716272552606834	0.8808789272929975
Biking	790.0	5.496434445696e-4	0.6623874327391209	0.6632388182623171
Walking	790.0	0.002993574985629275	0.6474644655876001	0.6474495962206579
Doing yoga	790.0	1.0663102250239669e-4	0.24976725554927445	0.2557934962679496
Fishing	790.0	0.0013504347052929033	0.8079422477279282	0.8148444692469474
Dancing	790.0	1.2814209337671793e-4	0.1718952171054544	0.17306142946558087
Playing football	790.0	1.8188249354683124e-4	0.1881517728821149	0.18618047843711638
Softball	790.0	7.539032278348315e-5	0.12660140280154128	0.12568859659196163
Playing soccer	790.0	2.7609172595939255e-4	0.34297247330971314	0.3386541256966838
Doing aerobics	790.0	8.988144903314495e-5	0.1469463210431505	0.1393181032641865
Hunting	790.0	6.408188699422455e-4	0.5896212604916726	0.5850787123938647
Bowling	790.0	3.767013966497551e-4	0.3055905273075324	0.3061035643179813
Rollerblading	790.0	1.269131518523399e-4	0.3985686067957598	0.4374592558152419
Golfing	790.0	0.002050861645315037	0.8746622197892532	0.8674509079268115
Boating	790.0	5.409166484850067e-4	0.8031200617963292	0.8027628274114275
Playing baseball	790.0	1.6349740850952433e-4	0.35021372271947226	0.346851666301823
Running	795.0	4.0922917469866764e-4	0.2792108423609515	0.27820084032267056
Hiking	795.0	4.4596246562011484e-4	0.8815966562198329	0.8819438493657348
Biking	795.0	5.605156452502126e-4	0.675489761472787	0.6824342333829939
Walking	795.0	0.003038458795797838	0.6571721469731777	0.6570484370459273
Doing yoga	795.0	1.2742410069898036e-4	0.29847193786126697	0.27547872954202046
Fishing	795.0	0.001359755669480138	0.8135188229795193	0.8158806991201137
Dancing	795.0	1.2814209337671793e-4	0.1718952171054544	0.17123987414389139
Playing football	795.0	1.7929723218754423e-4	0.1854774005517827	0.19585520558701996
Softball	795.0	7.714983074287182e-5	0.12955610796361927	0.1299797727333718
Playing soccer	795.0	2.772181630397605e-4	0.3443717796820395	0.3422495647727357
Doing aerobics	795.0	6.863451096219623e-5	0.1122099052805805	0.12193520524109618
Hunting	795.0	6.327564105533285e-4	0.5822029435685385	0.587431143714308
Bowling	795.0	3.8078975348812506e-4	0.30890711475098287	0.312944729311256
Rollerblading	795.0	1.5870711214074389e-4	0.49841700132158884	0.4519590593385172
Golfing	795.0	0.0020427940437241225	0.8712215067933258	0.8673294902601324
Boating	795.0	5.598412900357307e-4	0.8312182157989086	0.8303179232191225
Playing baseball	795.0	1.613351230998086e-4	0.34558207730183604	0.3523055059495542
Running	800.0	3.73332594542668e-4	0.25471915163383213	0.2546269860687877
Hiking	800.0	4.5153245494803713e-4	0.8926076366166884	0.8892623407885992
Biking	800.0	5.886752366909072e-4	0.7094255059370737	0.6919395449437147
Walking	800.0	0.0030816266742201485	0.6665086985770041	0.6571862698828692
Doing yoga	800.0	1.1876829087018982e-4	0.27819699521552	0.28495530943076897
Fishing	800.0	0.0013809199040948014	0.8261810266528938	0.8256388763999204
Dancing	800.0	1.2667648507669988e-4	0.16992918822076528	0.17058453118232833
Playing football	800.0	2.0680801024003219e-4	0.21393644332716233	0.20445009573536913
Softball	800.0	7.966620765560932e-5	0.1337818074349548	0.13237324094450964
Playing soccer	800.0	2.732194718130762e-4	0.3394044413264545	0.3361157507960197
Doing aerobics	800.0	6.523335589271065e-5	0.10664938939955745	0.10300670861643224
Hunting	800.0	6.417404666162972e-4	0.5904692270827129	0.5877137992446547
Bowling	800.0	3.998096108941579e-4	0.32433654587525274	0.315712880166808
Rollerblading	800.0	1.4612133143765922e-4	0.458891569898203	0.4689865687604519
Golfing	800.0	0.0020073490594695953	0.856104744197818	0.8581362927376328
Boating	800.0	5.769468390195551e-4	0.8566154920621293	0.8451900049323481
Playing baseball	800.0	1.685893432884285e-4	0.36112071782735433	0.35945714642655413
Running	805.0	3.370307632388277e-4	0.2299509642115794	0.24438215047704195
Hiking	805.0	4.52025713215793e-4	0.8935827295292762	0.8991707969951327
Biking	805.0	5.7330572405913e-4	0.6909033674212831	0.7011979885922278
Walking	805.0	0.0029954868107013722	0.6478779640984257	0.6855458278512677
Doing yoga	805.0	1.1876829087018982e-4	0.27819699521552	0.28306932786199385
Fishing	805.0	0.0013993656083225807	0.8372167795673483	0.8442583028466818
Dancing	805.0	1.2667648507669988e-4	0.16992918822076528	0.16992918822076528
Playing football	805.0	2.0680801024003219e-4	0.21393644332716233	0.22471431924733917
Softball	805.0	7.966620765560932e-5	0.1337818074349548	0.1337818074349548
Playing soccer	805.0	2.612786250314696e-4	0.324571031379565	0.34150197615360334
Doing aerobics	805.0	5.51479349329002e-5	0.09016083116915874	0.08730067935331894
Hunting	805.0	6.417404666162972e-4	0.5904692270827129	0.5945046607868009
Bowling	805.0	3.869382940687735e-4	0.31389497987418835	0.31760633720743514
Rollerblading	805.0	1.4317897047493296e-4	0.44965113506156384	0.47410269546386186
Golfing	805.0	0.0019861944774525373	0.8470826272217548	0.8654941445570464
Boating	805.0	5.70966538827629e-4	0.8477363069360065	0.8610309154870158
Playing baseball	805.0	1.7351364666976836e-4	0.3716686441504719	0.36815266870943275
Running	810.0	3.641827261580292e-4	0.2484763355857144	0.23779791289871757
Hiking	810.0	4.6099927251762004e-4	0.9113220248394335	0.8892076955811131
Biking	810.0	5.83563378073036e-4	0.703265092418327	0.6864495559380894
Walking	810.0	0.003431823070672695	0.7422508208783731	0.6710183657421229
Doing yoga	810.0	1.2500860220631077e-4	0.29281399315494167	0.2753218321315114
Fishing	810.0	0.0014531199652713228	0.8693771023198031	0.8491496350692294
Dancing	810.0	1.2667648507669988e-4	0.16992918822076528	0.16419663040876747
Playing football	810.0	2.380642708237949e-4	0.2462700710876928	0.23254901794932029
Softball	810.0	7.966620765560932e-5	0.1337818074349548	0.14090567807880902
Playing soccer	810.0	2.9022584474404676e-4	0.36053045575479054	0.34929677688257516
Doing aerobics	810.0	3.981417727767214e-5	0.06509181749124063	0.07466772121063554
Hunting	810.0	6.548979741856008e-4	0.6025755281949768	0.5938965641938806
Bowling	810.0	3.877919461082788e-4	0.3145874858728644	0.3046994718807573
Rollerblading	810.0	1.635943793825797e-4	0.5137653814318188	0.4893982413424746
Golfing	810.0	0.002094550947407408	0.8932950622515669	0.8570266861321553
Boating	810.0	5.918487543755566e-4	0.8787409474629115	0.8629663430878804
Playing baseball	810.0	1.7351364666976836e-4	0.3716686441504719	0.3689143436659404
Running	815.0	3.443817620383088e-4	0.23496643889885893	0.2397970588633588
Hiking	815.0	4.3641271995197505e-4	0.8627183323746296	0.8893564913632724
Biking	815.0	5.519608656505251e-4	0.6651802079746584	0.6845667784563968
Walking	815.0	0.002880121960899034	0.6229263122495701	0.6652844112720135
Doing yoga	815.0	1.0884557234060269e-4	0.2549545080240725	0.2689573156928844
Fishing	815.0	0.0014054467492016932	0.8408550233205364	0.8536099786927371
Dancing	815.0	1.1385619890232999e-4	0.15273151478477187	0.15846407259676967
Playing football	815.0	2.2952894208579165e-4	0.2374405394331057	0.25152112581504005
Softball	815.0	9.239286538822201e-5	0.15515341936651747	0.15908637351585408
Playing soccer	815.0	2.920438395473459e-4	0.3627888435133698	0.36247370028064063
Doing aerobics	815.0	4.205206270934426e-5	0.06875051497150726	0.06973340544124701
Hunting	815.0	6.397577712950704e-4	0.5886449373039522	0.595575055896474
Bowling	815.0	3.5207873810401175e-4	0.2856159498952192	0.29543153291358387
Rollerblading	815.0	1.6073266236281324e-4	0.5047782075340412	0.5060699096975017
Golfing	815.0	0.0019477869153961037	0.8307023689231442	0.8524682904574216
Boating	815.0	5.808574810058983e-4	0.8624217748647233	0.86856956074531
Playing baseball	815.0	1.6965610801039828e-4	0.3634057426968775	0.3632438602814126
Running	820.0	3.458209897890706e-4	0.2359484021055031	0.23704944991976465
Hiking	820.0	4.522515216966355e-4	0.8940291168757539	0.883198348745155
Biking	820.0	5.686187859504933e-4	0.6852550349762049	0.6834318376950019
Walking	820.0	0.0029159533833886687	0.6306761006880975	0.6251851829207589
Doing yoga	820.0	1.1061684330643717e-4	0.25910344589963913	0.2577204666077835
Fishing	820.0	0.0014217313263314695	0.8505978104378717	0.8502783231669374
Dancing	820.0	1.1385619890232999e-4	0.15273151478477187	0.15273151478477187
Playing football	820.0	2.618278631002851e-4	0.27085276692432164	0.26505598315266626
Softball	820.0	1.121456699782102e-4	0.18832389374608996	0.17726706895289912
Playing soccer	820.0	2.9310076651733774e-4	0.36410180157376154	0.3620023402162457
Doing aerobics	820.0	4.6093537758652374e-5	0.07535788386099314	0.07047924372426484
Hunting	820.0	6.472131788205673e-4	0.595504702190493	0.5971273346524213
Bowling	820.0	3.526645331924865e-4	0.28609116297266796	0.2884797729820991
Rollerblading	820.0	1.591048658527716e-4	0.49966614012664484	0.501370162595777
Golfing	820.0	0.0019541296232426435	0.8334074401975534	0.8339944579187714
Boating	820.0	5.82288160065217e-4	0.864545959908295	0.8744677802534455
Playing baseball	820.0	1.6557184475092198e-4	0.3546571939968885	0.35346905151350166
Running	825.0	3.521015147243256e-4	0.2402335087549319	0.2297160640978806
Hiking	825.0	4.516538407504727e-4	0.8928475969850816	0.8882592759180822
Biking	825.0	5.807380855690891e-4	0.6998602701341424	0.688684285280066
Walking	825.0	0.0028756224450843344	0.6219531358246091	0.6187476370821267
Doing yoga	825.0	1.1061684330643717e-4	0.25910344589963913	0.24551714512264763
Fishing	825.0	0.0014364138828968469	0.8593821357424043	0.8562023266463291
Dancing	825.0	1.1385619890232999e-4	0.15273151478477187	0.15362909566954164
Playing football	825.0	2.773158850604114e-4	0.2868746431005715	0.28353740433944136
Softball	825.0	1.121456699782102e-4	0.18832389374608996	0.19451293991183868
Playing soccer	825.0	2.890875147859197e-4	0.3591163755616058	0.3613397427625145
Doing aerobics	825.0	4.118277960427988e-5	0.0673293323402941	0.06703001047926495
Hunting	825.0	6.599591698286753e-4	0.6072323644628188	0.6074599694993119
Bowling	825.0	3.6208364586968447e-4	0.29373220607840994	0.294329421639639
Rollerblading	825.0	1.591048658527716e-4	0.49966614012664484	0.5011015830734524
Golfing	825.0	0.0019646015552707975	0.8378735646356162	0.8306471915494731
Boating	825.0	6.037664436979983e-4	0.8964356059873185	0.8795365456177026
Playing baseball	825.0	1.5982352719227057e-4	0.342344217846739	0.3431356624815351
Running	830.0	3.121369315482709e-4	0.21296628143320676	0.21941191301399454
Hiking	830.0	4.4409304704182595e-4	0.8779011138934107	0.8819015942177533
Biking	830.0	5.650361743311454e-4	0.6809375507298505	0.6907623409834408
Walking	830.0	0.0027908292944333227	0.6036136747336734	0.603092989374932
Doing yoga	830.0	9.32159897715361e-5	0.21834454356866462	0.23289925638983444
Fishing	830.0	0.0014351517680270248	0.8586270337587111	0.8684502667798801
Dancing	830.0	1.1586354783535056e-4	0.15542425743908117	0.1545266765543114
Playing football	830.0	2.831257844367692e-4	0.29288480299343084	0.2898588635800085
Softball	830.0	1.2320228178106126e-4	0.2068910322433361	0.20070198607758738
Playing soccer	830.0	2.90443673159196e-4	0.3608010511521762	0.3702966675230897
Doing aerobics	830.0	3.572277021845879e-5	0.05840281523650762	0.058079798533969516
Hunting	830.0	6.734472657033397e-4	0.619642841844624	0.615506016050689
Bowling	830.0	3.737113211420463e-4	0.303164895867839	0.30051991019961993
Rollerblading	830.0	1.6047609719596357e-4	0.5039724689670677	0.5030560105522075
Golfing	830.0	0.0019242414367251466	0.8206605698152496	0.8200662534763973
Boating	830.0	5.910992108662816e-4	0.8776280709574943	0.8850958630140019
Playing baseball	830.0	1.5518366831219216e-4	0.33240557560097767	0.33717611548323473
Running	835.0	3.005137315711626e-4	0.20503594885384493	0.2372585344151882
Hiking	835.0	4.4260327477996545e-4	0.8749560717747674	0.8903428366645176
Biking	835.0	5.73791844669711e-4	0.6914892020863294	0.7375881541872773
Walking	835.0	0.0026988139219547543	0.583712157566514	0.6480870671067477
Doing yoga	835.0	9.445629766834923e-5	0.22124977970119955	0.23376803471755006
Fishing	835.0	0.0014831467683554902	0.887341630838525	0.885683791281146
Dancing	835.0	1.1586354783535056e-4	0.15542425743908117	0.15778391068723674
Playing football	835.0	2.8016034148064113e-4	0.2898171446460231	0.31837186576833276
Softball	835.0	1.2320228178106126e-4	0.2068910322433361	0.20689103224333608
Playing soccer	835.0	0.00031473165245321147	0.3909725758554872	0.3947540508342282
Doing aerobics	835.0	2.967002991402883e-5	0.04850724802510682	0.05364037159172732
Hunting	835.0	6.734472657033397e-4	0.619642841844624	0.6288251152269878
Bowling	835.0	3.755575761186082e-4	0.3046626286526109	0.307387216328055
Rollerblading	835.0	1.609718660166058e-4	0.5055294225629098	0.5036067189555802
Golfing	835.0	0.0018797007537617364	0.8016646259783258	0.8224123862982774
Boating	835.0	5.935210783183532e-4	0.8812239120971929	0.9094736004986895
Playing baseball	835.0	1.5722519446080777e-4	0.3367785530019875	0.3264364938347312
Running	840.0	4.305729460492804e-4	0.2937733729585129	0.25302193444835913
Hiking	840.0	4.6446404347038017e-4	0.9181713243253747	0.8674752068223514
Biking	840.0	6.973050673324612e-4	0.8403377097456518	0.7450195057626079
Walking	840.0	0.003499717601305068	0.7569353690200559	0.6552052926736937
Doing yoga	840.0	1.1172954386290343e-4	0.26170978088278607	0.23413844988190805
Fishing	840.0	0.0015228287831442545	0.911082709246202	0.8837676287461843
Dancing	840.0	1.2114067384188151e-4	0.16250321718354785	0.13863648725472358
Playing football	840.0	3.600047036202227e-4	0.37241364966554436	0.34298382976327607
